,MD_EARN_WNE_P10,MD_EARN_WNE_P8,MD_EARN_WNE_P6,INSTNM,population_2019,GRAD_DEBT_MDN,FIRST_GEN,MARRIED,ADM_RATE,SAT_AVG,POVERTY_RATE,Geographic Area,Geographic Area,LN_MEDIAN_HH_INC,COSTT4_A,UGDS_WHITE,MEDIAN_HH_INC,MD_EARN_WNE_P8,MD_EARN_WNE_P10
1434,26700,26800,25700,South College,"187,603",21000,0.472962681,0.240816327,,,10.26000023,"knoxville , tennessee","knoxville , tennessee",10.76000023,29442.0,0.7262,48993.08,26800,26700
1435,25400,22100,20400,Lane College,"67,191",35063,0.448387097,0.009590235,,,16.13999939,"jackson , tennessee","jackson , tennessee",10.72000027,21568.0,0.0024,47796.63,22100,25400
1436,28400,25800,20900,Le Moyne-Owen College,"651,073",24250,0.487684729,0.027855153,0.9284,885.0,20.5,"memphis , tennessee","memphis , tennessee",10.60999966,17758.0,0.0,43059.02,25800,28400
1439,37400,34800,31700,University of Memphis,"651,073",25000,0.367559988,0.061122661,0.843,1133.0,11.98999977,"memphis , tennessee","memphis , tennessee",10.89999962,22676.0,0.4703,58823.6,34800,37400
1441,38700,35600,31200,Middle Tennessee State University,"146,900",21500,0.36437638,0.072496545,0.9353,1149.0,7.849999905,"murfreesboro , tennessee","murfreesboro , tennessee",10.96000004,20718.0,0.6324,60340.43,35600,38700
1447,29500,27200,25100,Pellissippi State Community College,"187,603",9169,0.430104642,0.106388031,,,9.149999619,"knoxville , tennessee","knoxville , tennessee",10.84000015,11980.0,0.8011,53399.64,27200,29500
1449,38100,35200,30900,The University of Tennessee-Chattanooga,"182,799",20635,0.293333333,0.056279184,0.7562,1185.0,9.479999542,"chattanooga , tennessee","chattanooga , tennessee",10.88000011,21639.0,0.7573,55964.16,35200,38100
1450,45100,42400,36900,The University of Tennessee-Knoxville,"187,603",20500,0.245407184,0.034172427,0.7778,1303.0,8.279999733,"knoxville , tennessee","knoxville , tennessee",10.94999981,30930.0,0.7827,60752.93,42400,45100
1452,43200,38500,35500,Union University,"67,191",23251,0.325237592,0.166344294,0.5742,1259.0,8.920000076,"jackson , tennessee","jackson , tennessee",10.93000031,51298.0,0.7409,58820.27,38500,43200
1454,43000,40100,35600,Abilene Christian University,"123,420",24812,0.244522968,0.012760242,0.5696,1162.0,7.800000191,"abilene , texas","abilene , texas",11.03999996,48046.0,0.6368,67136.19,40100,43000
1455,32400,29800,28000,Amarillo College,"199,371",14512,0.488269795,0.171792408,,,12,"amarillo , texas","amarillo , texas",10.75,10327.0,0.4275,47874.78,29800,32400
1457,40200,36800,32700,Angelo State University,"101,004",20300,0.403975994,0.050727088,0.7324,1033.0,11.36999989,"san angelo , texas","san angelo , texas",10.77000046,18395.0,0.4762,49632.36,36800,40200
1458,32700,29700,24700,Arlington Baptist University,"398,854",26991,0.457627119,0.124031008,,,7.690000057,"arlington , texas","arlington , texas",10.98999977,23452.0,0.5093,61756.37,29700,32700
1460,34100,32400,27300,The Art Institute of Houston,"2,320,268",32856,0.413453299,0.140357143,,,10.22000027,"houston , texas","houston , texas",11.02999973,28036.0,0.2002,66013.77,32400,34100
1461,35700,32700,29000,Austin Community College District,"978,908",9708,0.45228954,0.120765245,,,8.800000191,"austin , texas","austin , texas",11.02999973,11559.0,0.4158,66212.06,32700,35700
1466,51600,47400,42600,Baylor University,"139,236",24225,0.17109067,0.014895229,0.3895,1307.0,7.460000038,"waco , texas","waco , texas",11.13000011,60619.0,0.6275,73627.32,47400,51600
1467,26800,22200,21900,Remington College-Dallas Campus,"239,928",14120,0.594666294,0.153711023,,,15.46000004,"garland , texas","garland , texas",10.73999977,23602.0,0.1515,48574.41,22200,26800
1468,30100,30000,26100,Vet Tech Institute of Houston,"2,320,268",12000,0.5,0.101123596,0.619,,13.35000038,"houston , texas","houston , texas",10.89999962,18702.0,0.375,57044.74,30000,30100
1469,31000,28600,25600,Central Texas College,"151,666",6349,0.46134916,0.479971043,,,9.489999771,"killeen , texas","killeen , texas",10.82999992,10043.0,0.3241,51396.36,28600,31000
1471,44500,44600,38400,Concordia University Texas,"978,908",25532,0.37704918,0.162337662,0.9063,1065.0,7.139999866,"austin , texas","austin , texas",11.13000011,44046.0,0.4237,72128.5,44600,44500
1472,43400,40700,35800,Texas A & M University-Corpus Christi,"326,586",23500,0.390052356,0.055621536,0.8699,1068.0,13.21000004,"corpus christi , texas","corpus christi , texas",10.85000038,20220.0,0.3551,54287.8,40700,43400
1474,43200,41200,38600,Dallas Baptist University,"1,343,573",21536,0.323314379,0.112359551,0.8807,1145.0,7.300000191,"dallas , texas","dallas , texas",11.11999989,39278.0,0.6053,71641.68,41200,43200
1475,38900,39900,29500,Dallas Christian College,"1,343,573",29004,0.40131579,0.093023256,0.287,1012.0,7.71999979,"dallas , texas","dallas , texas",11.09000015,31889.0,0.4057,69721.15,39900,38900
1476,34800,35100,33500,Dallas Institute of Funeral Service,"1,343,573",12667,0.493421053,0.166666667,,,11.84000015,"dallas , texas","dallas , texas",10.85999966,20401.0,0.508,55194.36,35100,34800
1479,31800,29600,26600,Del Mar College,"326,586",5250,0.504885994,0.138901602,,,15.18999958,"corpus christi , texas","corpus christi , texas",10.76000023,10429.0,0.2336,48967.31,29600,31800
1480,32200,30400,27400,Eastfield College,"140,937",9000,0.546643718,0.127418107,,,10.68000031,"mesquite , texas","mesquite , texas",10.94999981,10618.0,0.1753,59222,30400,32200
1481,29700,28000,25800,El Centro College,"1,343,573",9500,0.560606061,0.115628043,,,15.22000027,"dallas , texas","dallas , texas",10.81999969,11550.0,0.1717,53236.19,28000,29700
1482,26500,24900,22000,El Paso Community College,"681,728",5750,0.487490605,0.138881946,,,21.42000008,"el paso , texas","el paso , texas",10.61999989,10038.0,0.0704,43178.32,24900,26500
1487,33400,34200,26900,Miami International University of Art & Design-Art Institute Dallas,"1,343,573",25166,0.472288337,0.236707784,,,8.479999542,"dallas , texas","dallas , texas",11.07999992,25678.0,0.3441,69396.45,34200,33400
1488,32500,28700,27500,Galveston College,"50,446",9500,0.482935154,0.098360656,,,15.26000023,"galveston , texas","galveston , texas",10.72999954,7979.0,0.3824,47024.19,28700,32500
1490,43300,39100,36800,Hardin-Simmons University,"123,420",25900,0.314713897,0.070886076,0.842,1085.0,8.720000267,"abilene , texas","abilene , texas",10.93000031,38708.0,0.623,59593.97,39100,43300
1491,45800,46000,35500,Houston Baptist University,"2,320,268",23250,0.362754607,0.069672131,0.7002,1120.0,9.010000229,"houston , texas","houston , texas",11.11999989,41722.0,0.2371,72476.33,46000,45800
1492,47900,46700,44500,University of Houston-Clear Lake,"2,320,268",18381,0.482107356,0.206103679,0.6942,1120.0,8.75,"houston , texas","houston , texas",11.07999992,22326.0,0.3922,67975.01,46700,47900
1493,33600,31200,28200,Houston Community College,"2,320,268",13892,0.499465069,0.124322549,,,15.06999969,"houston , texas","houston , texas",10.85000038,11167.0,0.1227,55501.24,31200,33600
1494,45000,42900,39700,University of Houston-Downtown,"2,320,268",19750,0.527087769,0.15469099,0.8317,1012.0,13.43000031,"houston , texas","houston , texas",10.92000008,16547.0,0.1485,59551.33,42900,45000
1495,41800,41500,40200,University of Houston-Victoria,"66,916",21182,0.457330416,0.19340796,0.5393,,10,"victoria , texas","victoria , texas",10.96000004,19075.0,0.305,60679.92,41500,41800
1496,51600,48300,43100,University of Houston,"2,320,268",18750,0.404927134,0.06083707,0.6234,1220.0,9.920000076,"houston , texas","houston , texas",11.06999969,24923.0,0.2271,68874.27,48300,51600
1497,30800,28200,27700,Huston-Tillotson University,"978,908",28456,0.434397163,0.094801223,0.4689,897.0,12.47999954,"austin , texas","austin , texas",10.89000034,23786.0,0.0535,57117.25,28200,30800
1498,46500,43200,37100,University of the Incarnate Word,"1,547,253",27000,0.432626949,0.217297297,0.8794,1044.0,11.27999973,"san antonio , texas","san antonio , texas",10.93000031,41978.0,0.186,59715.43,43200,46500
1501,25300,24600,20400,KD Conservatory College of Film and Dramatic Arts,"1,343,573",16841,0.408163265,0.091463415,0.6909,,10.84000015,"dallas , texas","dallas , texas",10.96000004,22498.0,0.3694,62694.41,24600,25300
1502,39500,36000,32200,Lamar University,"116,825",21500,0.43252859,0.168758404,0.8432,1043.0,12.42000008,"beaumont , texas","beaumont , texas",10.84000015,20016.0,0.4453,53474.77,36000,39500
1503,31400,29200,22400,Lamar State College-Port Arthur,"54,280",12517,0.505806452,0.11227702,,,16.62999916,"port arthur , texas","port arthur , texas",10.68999958,12843.0,0.2927,45477.14,29200,31400
1505,29500,26700,23900,Laredo College,"262,491",2332,0.543289347,0.057342309,,,27.26000023,"laredo , texas","laredo , texas",10.56999969,10801.0,0.0114,40784.46,26700,29500
1506,45800,39600,32700,Texas A & M International University,"262,491",14789,0.491746641,0.051331408,0.5208,1010.0,24.54999924,"laredo , texas","laredo , texas",10.63000011,13914.0,0.0197,43910.56,39600,45800
1507,35100,32100,28500,Lee College,"77,192",9817,0.548104956,0.148734177,,,11.48999977,"baytown , texas","baytown , texas",10.97000027,11135.0,0.3662,58603.18,32100,35100
1508,48200,44500,42500,LeTourneau University,"81,631",26148,0.340571429,0.242138365,0.4553,1205.0,8.93999958,"longview , texas","longview , texas",11.01000023,42509.0,0.6341,63985.71,44500,48200
1510,41800,38900,34900,Lubbock Christian University,"258,862",21500,0.359947644,0.158403869,0.8966,1094.0,11.13000011,"lubbock , texas","lubbock , texas",10.80000019,33984.0,0.6683,51468.15,38900,41800
1511,30500,30200,27900,College of the Mainland,"50,094",5731,0.464876033,0.159763314,,,11.21000004,"texas city , texas","texas city , texas",10.89000034,8399.0,0.4243,55565.02,30200,30500
1512,30000,29400,26000,McLennan Community College,"139,236",12000,0.472840606,0.14300025,,,13.18999958,"waco , texas","waco , texas",10.71000004,12883.0,0.4829,47408.39,29400,30000
1513,41000,36500,33600,McMurry University,"123,420",27000,0.374203822,0.096590909,0.4124,1057.0,10.55000019,"abilene , texas","abilene , texas",10.81999969,40145.0,0.4861,52571.87,36500,41000
1515,38300,36000,30800,Midland College,"146,038",10500,0.547155689,0.185207456,,,12.68999958,"midland , texas","midland , texas",10.78999996,12492.0,0.3177,49761.38,36000,38300
1516,41100,40400,37700,Midwestern State University,"104,683",23000,0.381792183,0.122633391,0.7107,1033.0,8.970000267,"wichita falls , texas","wichita falls , texas",10.89999962,18110.0,0.4788,57712.44,40400,41100
1520,32300,31500,28800,Mountain View College,"1,343,573",8844,0.590455532,0.088244871,,,13.86999989,"dallas , texas","dallas , texas",10.86999989,10235.0,0.0849,55457.88,31500,32300
1523,37300,34500,30200,North Lake College,"239,798",9500,0.528979239,0.148807524,,,8.470000267,"irving , texas","irving , texas",11.05000019,10219.0,0.1699,66250.74,34500,37300
1524,45000,41100,37600,University of North Texas,"141,541",20000,0.347966205,0.058332677,0.7105,1163.0,7.210000038,"denton , texas","denton , texas",11.13000011,22827.0,0.4367,72891.36,41100,45000
1527,35200,32600,29900,Odessa College,"123,334",7500,0.571334648,0.197948718,,,16.39999962,"odessa , texas","odessa , texas",10.65999985,12930.0,0.6093,43302.87,32600,35200
1530,39300,36200,31600,Our Lady of the Lake University,"1,547,253",25000,0.475928473,0.096926714,0.9273,1002.0,14.98999977,"san antonio , texas","san antonio , texas",10.80000019,39203.0,0.102,52505.04,36200,39300
1531,41900,38100,31300,The University of Texas Rio Grande Valley,"101,170",12750,0.525982476,0.086295503,0.8104,1035.0,30.62000084,"edinburg , texas","edinburg , texas",10.44999981,13534.0,0.0249,35906.7,38100,41900
1532,33200,29900,26000,Texas Southmost College,"182,781",9000,0.562464018,0.084262149,,,31.05999947,"brownsville , texas","brownsville , texas",10.43999958,10257.0,0.0253,34960.98,29900,33200
1536,34100,31300,27700,Richland College,"1,343,573",9033,0.493472585,0.121002013,,,8.949999809,"dallas , texas","dallas , texas",11.03999996,10283.0,0.2014,64870.98,31300,34100
1537,46500,42500,38300,Saint Edward's University,"978,908",25000,0.325439784,0.040854808,0.8639,1185.0,8.909999847,"austin , texas","austin , texas",11.09000015,57226.0,0.367,71197.81,42500,46500
1538,29900,28800,26600,St Philip's College,"1,547,253",10500,0.549947424,0.187062937,,,14.96000004,"san antonio , texas","san antonio , texas",10.76000023,10635.0,0.197,49609.21,28800,29900
1539,49600,45200,37900,University of St Thomas,"2,320,268",21394,0.377862595,0.080592105,0.8224,1159.0,9.510000229,"houston , texas","houston , texas",11.10999966,43207.0,0.2069,71790.89,45200,49600
1540,31100,29300,26300,San Antonio College,"1,547,253",10400,0.515822785,0.15844243,,,14.06000042,"san antonio , texas","san antonio , texas",10.80000019,10412.0,0.2222,51882.34,29300,31100
1541,37700,33600,30500,San Jacinto Community College,"151,227",9551,0.534291704,0.122188732,,,11.43999958,"pasadena , texas","pasadena , texas",10.97999954,13658.0,0.2278,61495.77,33600,37700
1542,46600,39700,36200,St. Mary's University,"1,547,253",25513,0.387238724,0.016881827,0.7497,1162.0,13.96000004,"san antonio , texas","san antonio , texas",10.85999966,40192.0,0.1498,56236.53,39700,46600
1546,60700,55200,54300,Southern Methodist University,"1,343,573",21000,0.156824782,0.025431426,0.5123,1395.0,6.380000114,"dallas , texas","dallas , texas",11.23999977,71875.0,0.643,82038.46,55200,60700
1548,54000,48100,38700,Southwestern University,"79,604",26750,0.203354298,0.023904383,0.4502,1238.0,7.139999866,"georgetown , texas","georgetown , texas",11.15999985,54285.0,0.6105,75446.44,48100,54000
1549,45700,42400,38300,Texas State University,"64,776",20770,0.358270419,0.037531276,0.4554,1109.0,8.699999809,"san marcos , texas","san marcos , texas",11.03999996,22322.0,0.4442,66830.13,42400,45700
1550,34400,31900,29100,Tarrant County College District,"909,585",10293,0.492060341,0.133394664,,,8.260000229,"fort worth , texas","fort worth , texas",11.03999996,10736.0,0.3448,65535.29,31900,34400
1551,34000,29400,26400,Temple College,"78,439",13067,0.464534645,0.19376314,,,9.819999695,"temple , texas","temple , texas",10.86999989,10443.0,0.5048,53941.2,29400,34000
1555,58000,53600,48600,Texas A & M University-College Station,"117,911",18445,0.299507473,0.017159199,0.6762,1291.0,9.359999657,"college station , texas","college station , texas",11.02999973,28314.0,0.6056,67194.13,53600,58000
1556,48700,44200,41100,The University of Texas at Arlington,"398,854",18747,0.43769156,0.228565911,0.7952,1157.0,8.239999771,"arlington , texas","arlington , texas",11.06000042,21633.0,0.3488,66876.51,44200,48700
1557,58200,50500,46000,The University of Texas at Austin,"978,908",19630,0.275175902,0.013785357,0.3852,1367.0,9.010000229,"austin , texas","austin , texas",11.10000038,25228.0,0.3997,72284.1,50500,58200
1558,53100,48100,44000,The University of Texas at Dallas,"121,323",18613,0.313957935,0.071036376,0.6922,1330.0,6.309999943,"richardson , texas","richardson , texas",11.22999954,24429.0,0.3228,79361.13,48100,53100
1559,40000,35900,30400,The University of Texas at El Paso,"681,728",18750,0.406363979,0.10324079,0.9999,1035.0,19.01000023,"el paso , texas","el paso , texas",10.69999981,16927.0,0.0573,46777.52,35900,40000
1560,44200,41200,39400,The University of Texas at Tyler,"106,985",17750,0.391226819,0.156818182,0.7829,1184.0,10.10999966,"tyler , texas","tyler , texas",10.85000038,19690.0,0.5847,53622.93,41200,44200
1562,52800,49100,46900,Texas Christian University,"909,585",21500,0.204058625,0.050321199,0.4073,1287.0,6.46999979,"fort worth , texas","fort worth , texas",11.17000008,62669.0,0.6929,76266.48,49100,52800
1563,23400,27200,21500,Texas College,"106,985",31000,0.451108214,0.019933555,,,16.32999992,"tyler , texas","tyler , texas",10.71000004,25376.0,0.0307,47120.52,27200,23400
1565,46100,44000,40700,The University of Texas of the Permian Basin,"123,334",14500,0.462112514,0.22875817,0.905,1046.0,14.21000004,"odessa , texas","odessa , texas",10.73999977,18125.0,0.3159,47475.29,44000,46100
1566,45300,41600,36600,The University of Texas at San Antonio,"1,547,253",20748,0.388502455,0.051305797,0.7903,1131.0,10.67000008,"san antonio , texas","san antonio , texas",10.98999977,20823.0,0.2244,63798.29,41600,45300
1567,31300,29000,24700,Texas Southern University,"2,320,268",29531,0.387950592,0.037443512,0.5663,920.0,15.22999954,"houston , texas","houston , texas",10.81999969,24004.0,0.0147,53781.71,29000,31300
1568,51400,47700,42200,Texas Tech University,"258,862",21756,0.323794678,0.054026188,0.7067,1175.0,8.600000381,"lubbock , texas","lubbock , texas",11,23157.0,0.5487,65284.89,47700,51400
1569,42000,38500,36600,Texas Wesleyan University,"909,585",23000,0.482961222,0.113475177,0.3586,1047.0,9.220000267,"fort worth , texas","fort worth , texas",11,40838.0,0.29,62890.39,38500,42000
1570,44700,42600,40400,Texas Woman's University,"141,541",20500,0.415786828,0.136412692,0.868,1059.0,8.199999809,"denton , texas","denton , texas",11.09000015,18135.0,0.3508,69739.2,42600,44700
1574,32500,30700,26700,Tyler Junior College,"106,985",11704,0.454950771,0.111307705,,,11.21000004,"tyler , texas","tyler , texas",10.80000019,14399.0,0.5036,50647.26,30700,32500
1578,35300,32300,29200,Victoria College,"66,916",11341,0.508406725,0.154901961,,,12.64000034,"victoria , texas","victoria , texas",10.77999973,11663.0,0.4062,49349.59,32300,35300
1582,59700,50400,41100,Brigham Young University-Provo,"116,618",12000,0.137956889,0.225746957,0.6447,1324.0,8.039999962,"provo , utah","provo , utah",11.02999973,18136.0,0.8141,64914.81,50400,59700
1583,28100,26800,24400,Broadview University-West Jordan,"116,480",16455,0.413524057,0.258782201,,,5.5,"west jordan , utah","west jordan , utah",11.13000011,27362.0,0.7101,70004.7,26800,28100
1587,28800,28400,24200,Stevens-Henager College,"97,828",26988,0.558659218,0.267907595,,,7.090000153,"orem , utah","orem , utah",10.98999977,32402.0,0.648,60842.94,28400,28800
1588,43200,39400,33900,Utah State University,"51,542",14500,0.283578174,0.216712125,0.8905,1201.0,7.389999866,"logan , utah","logan , utah",10.97999954,18531.0,0.8232,60534.36,39400,43200
1589,43800,39100,34500,Utah Valley University,"97,828",15500,0.272155877,0.264304906,,,6.880000114,"orem , utah","orem , utah",11.06000042,12921.0,0.7842,65815.47,39100,43800
1590,37600,34500,30200,Salt Lake Community College,"200,567",8442,0.39626838,0.236944325,,,6.110000134,"salt lake city , utah","salt lake city , utah",11.10000038,11800.0,0.641,68515.5,34500,37600
1591,53000,47100,40800,University of Utah,"200,567",18088,0.294409168,0.185389988,0.6686,1236.0,6.059999943,"salt lake city , utah","salt lake city , utah",11.10999966,20422.0,0.6807,69474.52,47100,53000
1592,44500,40700,36100,Weber State University,"87,773",15500,0.373511368,0.29744101,,,6.179999828,"ogden , utah","ogden , utah",11.06999969,15276.0,0.7445,66371.04,40700,44500
1593,49800,46400,39200,Westminster College,"200,567",23250,0.268774704,0.100123609,0.9292,1185.0,5.769999981,"salt lake city , utah","salt lake city , utah",11.11999989,45119.0,0.7025,70649.66,46400,49800
1595,40800,37500,31900,Advanced Technology Institute,"449,974",15089,0.417391304,0.156327543,0.7813,,7.849999905,"virginia beach , virginia","virginia beach , virginia",10.96000004,24055.0,0.4565,59955.85,37500,40800
1596,41600,35600,31400,Regent University,"449,974",23537,0.419885551,0.381114551,0.8167,1057.0,7.789999962,"virginia beach , virginia","virginia beach , virginia",11.02000046,29366.0,0.5542,64029.38,35600,41600
1598,27700,27200,23700,Central Virginia Community College,"82,168",5868,0.432414257,0.114404268,,,9.579999924,"lynchburg , virginia","lynchburg , virginia",10.80000019,9649.0,0.6674,50161.82,27200,27700
1601,24100,23600,21200,Bryant & Stratton College-Virginia Beach,"449,974",20909,0.537855334,0.196994992,,,15.05000019,"virginia beach , virginia","virginia beach , virginia",10.72999954,23071.0,0.2395,48773.91,23600,24100
1604,21900,18800,15700,Centura College-Virginia Beach,"449,974",17987,0.520715631,0.216911765,,,12.10999966,"virginia beach , virginia","virginia beach , virginia",10.80000019,30035.0,0.2941,50931.21,18800,21900
1605,40300,36500,34400,Eastern Mennonite University,"53,016",24000,0.319066148,0.098214286,0.592,1144.0,6.489999771,"harrisonburg , virginia","harrisonburg , virginia",10.96000004,47688.0,0.6932,59648.45,36500,40300
1606,44700,40600,33900,Hampton University,"134,510",26000,0.197511664,0.016260163,0.4385,,9.569999695,"hampton , virginia","hampton , virginia",11.02999973,40521.0,0.0142,65714.12,40600,44700
1608,31300,28500,24800,J Sargeant Reynolds Community College,"230,436",13335,0.450319582,0.120143027,,,9.899999619,"richmond , virginia","richmond , virginia",10.92000008,11105.0,0.4602,58115.04,28500,31300
1609,56600,49400,44400,James Madison University,"53,016",20685,0.208308953,0.01544838,0.7113,1212.0,4.659999847,"harrisonburg , virginia","harrisonburg , virginia",11.25,26007.0,0.7499,81580.49,49400,56600
1610,36700,34600,32100,Liberty University,"82,168",25583,0.423986559,0.374637128,0.5554,1133.0,7.599999905,"lynchburg , virginia","lynchburg , virginia",10.98999977,38076.0,0.5219,62401.61,34600,36700
1611,43600,38300,34200,University of Lynchburg,"82,168",27000,0.301518438,0.013598326,,,5.929999828,"lynchburg , virginia","lynchburg , virginia",11.14000034,50299.0,0.7583,73876.57,38300,43600
1612,48300,43000,42200,Centra College of Nursing,"82,168",14223,0.560240964,0.306010929,,,9.220000267,"lynchburg , virginia","lynchburg , virginia",10.82999992,32062.0,0.8618,52002.66,43000,48300
1615,35800,30400,26200,Norfolk State University,"242,742",31000,0.373521383,0.076112412,0.8969,954.0,11.52000046,"norfolk , virginia","norfolk , virginia",10.89000034,24948.0,0.0345,56695.39,30400,35800
1616,43700,40700,35500,Old Dominion University,"242,742",24500,0.332137112,0.125112309,0.8699,1093.0,7.599999905,"norfolk , virginia","norfolk , virginia",11.02000046,23993.0,0.4359,63797.48,40700,43700
1619,25800,25900,22600,Fortis College-Norfolk,"242,742",9661,0.572982774,0.170783345,,,10.02999973,"norfolk , virginia","norfolk , virginia",10.89999962,25995.0,0.1706,56373.06,25900,25800
1621,51700,47200,44800,Riverside College of Health Careers,"179,225",13875,0.344,0.288888889,0.2727,,7.320000172,"newport news , virginia","newport news , virginia",10.98999977,20343.0,0.6738,61090.12,47200,51700
1623,29900,26200,23500,Thomas Nelson Community College,"134,510",9590,0.390357698,0.173098372,,,9.699999809,"hampton , virginia","hampton , virginia",10.89999962,11379.0,0.4609,56140.55,26200,29900
1624,30900,28600,24500,Tidewater Community College,"242,742",10000,0.415897866,0.194420567,,,9.729999542,"norfolk , virginia","norfolk , virginia",10.93000031,12462.0,0.456,58074.28,28600,30900
1626,30400,27500,24800,Virginia Western Community College,"99,143",11500,0.442421484,0.119302418,,,8.699999809,"roanoke , virginia","roanoke , virginia",10.81999969,11721.0,0.7342,51808.43,27500,30400
1627,44000,39700,34400,Virginia Commonwealth University,"230,436",22500,0.276033881,0.028217879,0.8625,1172.0,6.539999962,"richmond , virginia","richmond , virginia",11.11999989,30452.0,0.4475,72221.8,39700,44000
1631,40700,36000,29800,Virginia Wesleyan University,"449,974",27000,0.308724832,0.057001239,0.7041,1091.0,6.059999943,"virginia beach , virginia","virginia beach , virginia",11.13000011,49558.0,0.53,71508.51,36000,40700
1632,43500,40000,35700,Bellevue College,"148,164",13066,0.411214953,0.126532226,,,5.599999905,"bellevue , washington","bellevue , washington",11.23999977,12981.0,0.3966,78517.58,40000,43500
1633,43600,39800,34000,Bellingham Technical College,"92,314",19000,0.405451448,0.207126949,,,8.319999695,"bellingham , washington","bellingham , washington",10.90999985,11337.0,0.6676,55729.3,39800,43600
1634,46500,45200,45100,City University of Seattle,"753,675",25000,0.409252669,0.357594937,,,7.170000076,"seattle , washington","seattle , washington",11.09000015,30940.0,0.4962,67486.66,45200,46500
1636,34100,32100,26600,Clark College,"184,463",12113,0.424595469,0.162236988,,,7.949999809,"vancouver , washington","vancouver , washington",11.05000019,13243.0,0.6477,64209.24,32100,34100
1637,33500,28900,26700,Clover Park Technical College,"61,037",11621,0.459477124,0.272004242,,,9.090000153,"lakewood , washington","lakewood , washington",10.97000027,13568.0,0.4845,59661.94,28900,33500
1638,35900,32900,27400,Columbia Basin College,"75,432",13201,0.500590319,0.152765584,,,10.73999977,"pasco , washington","pasco , washington",10.97000027,14720.0,0.4667,59028.35,32900,35900
1641,34200,31100,26900,Everett Community College,"111,475",10000,0.465470364,0.213431463,,,6.909999847,"everett , washington","everett , washington",11.07999992,14989.0,0.5901,66466.29,31100,34200
1643,33200,30200,24900,The Evergreen State College,"52,882",17441,0.300900901,0.121555916,0.9523,,7.519999981,"olympia , washington","olympia , washington",11.02999973,21033.0,0.6479,63843.36,30200,33200
1644,36500,33700,29400,Pierce College-Fort Steilacoom,"61,037",13000,0.453231739,0.300223714,,,8.039999962,"lakewood , washington","lakewood , washington",11.01000023,12640.0,0.4664,62175.08,33700,36500
1646,56100,52000,47100,Gonzaga University,"222,081",25000,0.133101045,0.021813224,0.6562,1282.0,6.840000153,"spokane , washington","spokane , washington",11.07999992,57052.0,0.7157,67848.44,52000,56100
1647,38100,33500,29900,Green River College,"81,464",9500,0.448258951,0.177804296,,,6.079999924,"auburn , washington","auburn , washington",11.15999985,14100.0,0.4324,72294.18,33500,38100
1651,41400,40000,34700,Lake Washington Institute of Technology,"93,010",15000,0.413316583,0.199157007,,,4.760000229,"kirkland , washington","kirkland , washington",11.27000046,14269.0,0.5581,80146.64,40000,41400
1653,37800,34400,29500,North Seattle College,"753,675",12989,0.399473222,0.171761281,,,6.670000076,"seattle , washington","seattle , washington",11.06000042,12477.0,0.4016,64972.52,34400,37800
1654,41300,37000,34400,Northwest University,"93,010",20834,0.363636364,0.175847458,0.9521,1138.0,5.949999809,"kirkland , washington","kirkland , washington",11.14999962,41757.0,0.6681,71872.75,37000,41300
1656,49400,42800,36200,Pacific Lutheran University,"217,827",23000,0.295813954,0.074041812,0.7979,1172.0,7.090000153,"tacoma , washington","tacoma , washington",11.06000042,53352.0,0.5904,65366.76,42800,49400
1657,52700,45400,36400,University of Puget Sound,"217,827",26000,0.123178808,0.023017903,0.8831,,6.150000095,"tacoma , washington","tacoma , washington",11.14000034,63474.0,0.6936,72356.02,45400,52700
1658,38800,34100,32300,Renton Technical College,"101,751",7750,0.52,0.227786753,,,6.989999771,"renton , washington","renton , washington",11.13000011,12153.0,0.3807,69724.78,34100,38800
1659,47800,44300,37600,Saint Martin's University,"52,592",22500,0.340952381,0.175043328,0.9563,1111.0,7.599999905,"lacey , washington","lacey , washington",11,49064.0,0.4969,61347.58,44300,47800
1661,32300,30000,27100,Seattle Central College,"753,675",10675,0.437575758,0.11440678,,,9.149999619,"seattle , washington","seattle , washington",10.97000027,11715.0,0.3312,60043.69,30000,32300
1662,49100,43000,37400,Seattle Pacific University,"753,675",25000,0.228699552,0.032581454,0.9008,1145.0,5.760000229,"seattle , washington","seattle , washington",11.14999962,56185.0,0.5149,72206.46,43000,49100
1663,56500,51500,44400,Seattle University,"753,675",22398,0.194029851,0.047313084,0.7565,1246.0,6.420000076,"seattle , washington","seattle , washington",11.13000011,59495.0,0.423,70785.55,51500,56500
1664,40800,37800,32900,Shoreline Community College,"57,027",12033,0.400953029,0.141613465,,,6.099999905,"shoreline , washington","shoreline , washington",11.10000038,12468.0,0.4226,67756.18,37800,40800
1665,32000,30800,26200,South Puget Sound Community College,"52,882",12076,0.42687747,0.224285714,,,6.460000038,"olympia , washington","olympia , washington",11.03999996,12624.0,0.5874,62670.38,30800,32000
1666,32600,29900,26600,Spokane Community College,"222,081",13740,0.404255319,0.221857924,,,10.06999969,"spokane , washington","spokane , washington",10.81000042,11430.0,0.653,51114.57,29900,32600
1667,30700,27500,24800,Spokane Falls Community College,"222,081",12000,0.361754386,0.146514497,,,10.39999962,"spokane , washington","spokane , washington",10.77999973,12383.0,0.5858,50226.5,27500,30700
1668,36400,33800,30100,Tacoma Community College,"217,827",12000,0.450525394,0.194752402,,,9.840000153,"tacoma , washington","tacoma , washington",10.93999958,11990.0,0.4353,58132.15,33800,36400
